순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
1,055550,신한지주,104300,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.06,0.55,0.41,111.4,88.6,97,27,30,25,15
2,003690,코리안리,13950,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.62,0.42,0.88,110.1,87.4,96,26,30,25,15
3,033780,KT&G,184200,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.47,0.6,0.45,111.4,86.1,96,26,30,25,15
4,415640,KB발해인프라,10730,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.6,0.44,0.29,106.9,81.1,94,24,30,25,15
5,092230,KPX홀딩스,85000,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.54,0.5,0.57,105.1,80.1,94,24,30,25,15
6,000810,삼성화재,643000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.32,0.38,0.55,119.6,90.4,87,27,30,25,5
7,105560,KB금융,172000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.23,0.55,0.46,113.5,89.9,87,27,30,25,5
8,007070,GS리테일,25550,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.46,0.59,0.7,112.1,89.1,87,27,30,25,5
9,161890,한국콜마,103400,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.16,0.57,0.9,128.1,86.6,86,26,30,25,5
10,139130,iM금융지주,18220,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.4,0.46,0.48,105.9,84.8,85,25,30,25,5
11,001800,오리온홀딩스,26150,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.38,0.38,0.76,110.1,83.6,85,25,30,25,5
12,028670,팬오션,5260,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.59,0.59,0.52,104.8,80.3,84,24,30,25,5
13,383220,F&F,78200,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.37,0.46,0.81,109.6,78.0,83,23,30,25,5
14,093050,LF,22800,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.36,0.41,0.49,104.2,77.3,83,23,30,25,5
15,086790,하나금융지주,130300,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.18,0.88,0.39,113.8,89.6,82,27,30,10,15
16,010950,S-Oil,136900,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.65,0.99,0.55,124.9,94.9,73,28,30,10,5
17,004430,송원산업,12880,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.43,1.3,0.21,126.5,88.4,72,27,30,10,5
18,005945,NH투자증권우,25100,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.62,1.01,1.46,103.5,83.1,70,25,30,10,5
19,078930,GS,93700,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.26,1.96,0.28,134.9,94.7,63,28,10,10,15
20,001450,현대해상,40200,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.78,0.77,0.35,123.3,93.2,63,28,10,10,15
21,089860,롯데렌탈,39900,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.89,1.74,0.17,125.0,92.7,63,28,10,10,15
22,417310,코람코더원리츠,10810,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,2.12,2.72,0.23,113.4,92.2,63,28,10,10,15
23,483650,달바글로벌,260000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.85,0.78,1.36,141.8,91.4,62,27,10,10,15
24,002810,삼영무역,22850,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.82,1.46,0.43,118.8,91.2,62,27,10,10,15
25,161390,한국타이어앤테크놀로지,68900,관망/유지,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.71,0.8,0.64,108.3,85.6,51,26,10,10,5
