순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
19,282330,BGF리테일,140800,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.26,0.54,0.89,107.5,74.6,82,22,30,25,5
20,055550,신한지주,112600,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.53,0.78,0.89,112.4,87.7,81,26,30,10,15
21,086790,하나금융지주,137200,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.44,0.81,1.01,111.7,87.4,81,26,30,10,15
22,105560,KB금융,177000,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.7,0.99,0.86,109.7,85.6,81,26,30,10,15
23,005935,삼성전자우,194300,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.57,0.91,0.92,113.5,95.5,74,29,30,10,5
24,010950,S-Oil,143600,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.46,0.73,0.78,117.3,93.7,73,28,30,10,5
25,000370,한화손해보험,8170,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.14,0.72,0.54,120.8,84.9,70,25,30,10,5
26,005090,SGC에너지,53400,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.34,0.72,1.22,104.1,84.4,70,25,30,10,5
27,000810,삼성화재,664000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.6,0.71,0.58,115.5,82.6,70,25,30,10,5
28,090430,아모레퍼시픽,144900,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.31,0.75,0.72,111.2,81.4,69,24,30,10,5
29,005830,DB손해보험,187000,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.22,0.83,1.32,111.8,77.3,68,23,30,10,5
30,021240,코웨이,107600,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.63,1.45,0.97,122.4,86.4,61,26,10,10,15
31,453340,현대그린푸드,19490,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.02,1.21,0.94,113.2,79.6,59,24,10,10,15
32,096770,SK이노베이션,136900,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.89,0.74,0.53,114.8,86.9,51,26,10,10,5
33,316140,우리금융지주,36300,관망/유지,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,1.04,1.2,0.8,110.5,83.9,50,25,10,10,5
