순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
1,020120,키다리스튜디오,8960,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.42,0.67,0.35,229.1,99.5,100,30,30,25,15
2,089860,롯데렌탈,48400,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.1,0.39,1.95,137.1,92.7,98,28,30,25,15
3,003490,대한항공,29350,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.28,0.66,0.47,112.5,81.6,94,24,30,25,15
4,092230,KPX홀딩스,98400,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.15,0.59,2.44,114.9,81.3,94,24,30,25,15
5,078930,GS,114800,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.21,0.57,0.79,140.8,96.5,89,29,30,25,5
6,008930,한미사이언스,51100,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.56,0.61,0.85,133.4,91.9,88,28,30,25,5
7,001450,현대해상,49000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.18,0.65,0.95,133.6,90.9,87,27,30,25,5
8,280360,롯데웰푸드,135800,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.22,0.58,0.93,116.8,84.6,85,25,30,25,5
9,073240,금호타이어,7100,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.38,0.24,0.58,116.0,83.8,85,25,30,25,5
10,180640,한진칼,138200,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.32,0.56,0.75,114.0,82.8,85,25,30,25,5
11,317400,자이에스앤디,11010,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.32,0.73,0.57,196.2,98.2,84,29,30,10,15
12,282330,BGF리테일,140700,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.23,0.53,0.65,107.5,77.5,83,23,30,25,5
13,001530,DI동일,26900,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.36,0.5,0.68,110.7,72.0,82,22,30,25,5
14,094800,맵스리얼티,7560,강력매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),1,0.34,1.85,1.66,117.4,86.9,81,26,30,10,15
15,055550,신한지주,111900,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.62,0.85,0.95,111.9,86.1,81,26,30,10,15
16,086790,하나금융지주,137500,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.6,0.83,0.72,112.0,85.9,81,26,30,10,15
17,003690,코리안리,15110,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.57,0.76,0.98,112.9,76.8,78,23,30,10,15
18,161890,한국콜마,144700,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.12,0.93,0.37,150.7,96.0,74,29,30,10,5
19,005935,삼성전자우,189200,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.6,0.83,1.12,110.9,95.7,74,29,30,10,5
20,006360,GS건설,38150,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.27,0.74,1.62,127.5,92.4,73,28,30,10,5
21,192820,코스맥스,274000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.1,0.83,0.46,137.3,91.2,72,27,30,10,5
22,028050,삼성E&A,51100,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.13,0.77,1.05,113.8,90.4,72,27,30,10,5
23,088350,한화생명,5960,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.23,0.78,1.05,121.2,89.6,72,27,30,10,5
