순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
22,010950,S-Oil,153900,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.4,0.81,1.07,124.6,96.5,74,29,30,10,5
23,006360,GS건설,36800,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.13,0.71,0.36,121.1,91.4,72,27,30,10,5
24,028050,삼성E&A,52200,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.32,1.61,0.28,114.9,90.9,72,27,30,10,5
25,001450,현대해상,48800,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.06,0.75,0.33,131.3,89.2,72,27,30,10,5
26,088350,한화생명,5760,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.18,0.77,0.79,115.8,88.4,72,27,30,10,5
27,316140,우리금융지주,36450,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.13,0.82,0.32,110.7,83.1,70,25,30,10,5
28,175330,JB금융지주,31350,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.51,1.23,0.31,110.4,82.1,70,25,30,10,5
29,005830,DB손해보험,189300,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.19,1.16,0.18,112.8,81.6,69,24,30,10,5
30,000810,삼성화재,654000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.2,0.78,0.28,113.2,80.6,69,24,30,10,5
31,138040,메리츠금융지주,129700,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.25,0.8,0.69,111.5,75.1,68,23,30,10,5
32,451800,한화리츠,5350,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.27,0.95,1.15,103.7,70.8,66,21,30,10,5
33,000500,가온전선,326000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.34,2.6,0.24,211.8,100.0,65,30,10,10,15
34,453340,현대그린푸드,19210,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.95,1.55,1.66,111.1,77.1,58,23,10,10,15
35,021240,코웨이,101100,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.3,1.42,0.31,114.4,74.1,57,22,10,10,15
