순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
1,020120,키다리스튜디오,9250,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.34,0.31,1.36,231.8,99.5,100,30,30,25,15
2,089860,롯데렌탈,48450,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.15,0.55,0.87,136.4,91.9,98,28,30,25,15
3,029460,케이씨,39750,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.14,0.6,0.65,119.0,88.7,97,27,30,25,15
4,005830,DB손해보험,193800,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.22,0.68,1.23,115.7,81.9,95,25,30,25,15
5,092230,KPX홀딩스,97500,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.11,0.69,1.78,113.5,79.1,94,24,30,25,15
6,003490,대한항공,29550,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.21,0.49,1.22,112.9,77.8,93,23,30,25,15
7,282330,BGF리테일,143600,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.17,0.45,1.05,109.5,75.8,93,23,30,25,15
8,317400,자이에스앤디,10210,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.25,0.52,1.24,179.5,98.2,89,29,30,25,5
9,078930,GS,114200,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.18,0.63,0.83,139.1,96.5,89,29,30,25,5
10,161890,한국콜마,148000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.14,0.57,0.83,152.4,96.0,89,29,30,25,5
11,006360,GS건설,36650,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.22,0.41,0.82,121.5,91.7,88,28,30,25,5
12,028050,삼성E&A,51400,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.21,0.7,1.04,113.8,91.2,87,27,30,25,5
13,192820,코스맥스,275000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.08,0.55,1.21,137.1,88.4,87,27,30,25,5
14,096770,SK이노베이션,139100,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.5,0.62,1.03,116.5,85.1,86,26,30,25,5
15,005090,SGC에너지,54400,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.37,0.66,0.56,105.7,84.1,85,25,30,25,5
16,073240,금호타이어,7030,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.22,0.14,0.76,114.6,82.9,85,25,30,25,5
17,000810,삼성화재,666000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.37,0.66,0.77,115.6,80.4,84,24,30,25,5
18,180640,한진칼,140200,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.17,0.46,1.28,115.4,80.1,84,24,30,25,5
19,028670,팬오션,5900,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.39,0.65,1.0,109.2,78.8,84,24,30,25,5
20,090430,아모레퍼시픽,144300,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.21,0.51,1.12,110.7,77.6,83,23,30,25,5
21,001450,현대해상,49250,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.2,0.93,0.43,133.4,90.2,82,27,30,10,15
22,001530,DI동일,27200,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.19,0.4,1.87,111.6,72.3,82,22,30,25,5
23,094800,맵스리얼티,7870,강력매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),1,0.57,2.71,1.08,121.7,87.4,81,26,30,10,15
24,055550,신한지주,114100,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.34,0.76,1.06,113.7,85.6,81,26,30,10,15
25,086790,하나금융지주,138500,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.28,0.79,1.21,112.6,84.4,80,25,30,10,15
26,105560,KB금융,179700,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.47,0.93,0.91,111.2,82.1,80,25,30,10,15
27,003690,코리안리,15140,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.18,0.77,1.06,112.8,78.6,79,24,30,10,15
28,010950,S-Oil,152800,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.37,0.76,1.21,124.4,95.0,73,28,30,10,5
