순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
1,010950,S-Oil,141200,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.42,0.5,0.78,121.4,92.2,88,28,30,25,5
2,006360,GS건설,33900,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.29,0.66,0.47,120.5,91.7,88,28,30,25,5
3,073240,금호타이어,7190,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.28,0.39,0.64,120.0,89.2,87,27,30,25,5
4,317400,자이에스앤디,10270,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.26,1.25,0.58,209.9,98.7,85,30,30,10,15
5,078930,GS,114600,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.29,0.99,0.68,152.4,96.7,84,29,30,10,15
6,483650,달바글로벌,232500,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.35,0.66,1.42,119.7,78.8,84,24,30,25,5
7,001450,현대해상,50600,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.42,0.91,0.89,148.1,93.5,83,28,30,10,15
8,089860,롯데렌탈,46200,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.14,1.3,1.27,138.7,91.4,82,27,30,10,15
9,028670,팬오션,6320,강력매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),1,0.63,1.64,3.31,120.6,89.4,82,27,30,10,15
10,417310,코람코더원리츠,10810,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.09,2.0,2.01,110.1,87.7,81,26,30,10,15
11,092230,KPX홀딩스,97800,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.62,1.09,0.75,118.1,86.9,81,26,30,10,15
12,007070,GS리테일,27000,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.45,0.71,0.47,115.1,86.1,81,26,30,10,15
13,086790,하나금융지주,128700,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.39,0.8,0.54,108.2,81.1,79,24,30,10,15
14,055550,신한지주,103300,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.44,0.87,0.53,106.5,80.9,79,24,30,10,15
15,002810,삼영무역,23450,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.12,0.98,2.58,116.6,80.4,79,24,30,10,15
16,453340,현대그린푸드,19140,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.6,0.86,2.84,113.9,79.1,79,24,30,10,15
17,002990,금호건설,14860,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.44,1.76,0.2,227.1,99.7,75,30,30,10,5
18,005090,SGC에너지,61000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.19,1.27,0.99,129.2,95.2,74,29,30,10,5
19,003690,코리안리,14380,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.75,0.68,0.58,110.5,77.3,73,23,10,25,15
20,009420,한올바이오파마,59800,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.32,0.95,1.15,112.9,89.9,72,27,30,10,5
21,278470,에이피알,409500,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.45,1.08,1.77,115.3,89.7,72,27,30,10,5
22,161890,한국콜마,143300,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.89,0.79,0.87,164.2,96.5,64,29,10,10,15
23,181710,NHN,70000,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.83,1.46,0.54,176.2,98.0,54,29,10,10,5
24,093050,LF,23500,관망/유지,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.76,1.38,1.1,104.9,75.6,48,23,10,10,5
