순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
1,089860,롯데렌탈,49650,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.16,0.5,0.83,138.5,92.7,98,28,30,25,15
2,092230,KPX홀딩스,96300,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.22,0.6,3.24,111.6,78.6,94,24,30,25,15
3,317400,자이에스앤디,10050,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.12,0.5,0.94,173.4,98.0,89,29,30,25,5
4,078930,GS,109600,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.13,0.66,2.99,132.1,94.5,88,28,30,25,5
5,161890,한국콜마,146000,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.09,0.59,1.7,148.1,92.9,88,28,30,25,5
6,096770,SK이노베이션,141300,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.2,0.62,1.22,117.7,89.4,87,27,30,25,5
7,192820,코스맥스,270500,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.09,0.47,1.19,133.9,84.1,85,25,30,25,5
8,180640,한진칼,141400,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.15,0.59,1.41,116.0,83.9,85,25,30,25,5
9,028670,팬오션,5780,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.14,0.44,1.02,106.6,80.6,84,24,30,25,5
10,010955,S-Oil우,77700,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.51,0.86,1.33,129.0,93.5,83,28,30,10,15
11,029460,케이씨,43500,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.56,1.42,0.35,129.4,90.9,82,27,30,10,15
12,094800,맵스리얼티,7760,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.13,2.56,1.04,119.3,86.9,81,26,30,10,15
13,055550,신한지주,112800,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.26,1.01,0.72,112.1,85.9,81,26,30,10,15
14,090430,아모레퍼시픽,141600,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.2,0.61,0.91,108.9,70.5,81,21,30,25,5
