순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
15,194370,제이에스코퍼레이션,12940,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.17,0.39,1.3,103.5,70.3,81,21,30,25,5
16,003490,대한항공,31650,강력매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),1,0.65,1.35,6.33,120.4,84.4,80,25,30,10,15
17,105560,KB금융,176200,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.37,0.76,1.01,108.7,82.6,80,25,30,10,15
18,086790,하나금융지주,135800,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.36,0.92,1.16,110.1,82.4,80,25,30,10,15
19,003690,코리안리,14670,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.36,0.75,1.55,108.9,77.3,78,23,30,10,15
20,096760,JW홀딩스,4325,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.21,1.05,1.04,107.7,76.8,78,23,30,10,15
21,294870,IPARK현대산업개발,23600,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.13,0.84,1.24,109.5,75.1,78,23,30,10,15
22,001820,삼화콘덴서,147600,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.19,1.52,1.18,166.7,99.0,75,30,30,10,5
23,005935,삼성전자우,212500,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.65,1.11,1.2,122.5,97.0,74,29,30,10,5
24,010950,S-Oil,153200,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.39,0.91,1.3,123.7,95.7,74,29,30,10,5
25,006360,GS건설,37500,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.08,0.81,1.11,123.0,91.7,73,28,30,10,5
26,028050,삼성E&A,51300,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.31,1.67,1.0,112.6,88.4,72,27,30,10,5
27,001450,현대해상,47450,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.11,0.77,1.86,127.3,88.2,71,26,30,10,5
28,316140,우리금융지주,35850,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.28,0.8,1.11,108.9,80.9,69,24,30,10,5
29,000810,삼성화재,652000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.23,0.86,1.59,112.7,80.4,69,24,30,10,5
30,005830,DB손해보험,185100,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.22,1.09,1.53,110.3,79.1,69,24,30,10,5
31,175330,JB금융지주,30650,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.58,1.33,1.2,107.9,78.8,69,24,30,10,5
32,138040,메리츠금융지주,128700,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.27,0.75,1.0,110.6,76.6,68,23,30,10,5
33,451800,한화리츠,5300,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.2,1.28,1.28,102.6,72.0,67,22,30,10,5
34,000500,가온전선,324000,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.2,2.67,1.22,208.0,100.0,65,30,10,10,15
35,021240,코웨이,99500,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.41,1.49,0.5,112.5,70.0,56,21,10,10,15
